amp_path,pha_path,meta_path,receiver_domain,anchor_label,session_id,source_file,window_index,is_flagged_bad,CF_MHz,CBW_MHz,A_rx,S_kept,amp_mean,amp_std,phase_std,presence,session_key
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00133.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00133.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00133.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,133,False,5805.0,20.0,2,41,115.29776048361396,4.425495718817832,0.07069566877898123,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00135.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00135.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00135.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,135,False,5805.0,20.0,2,41,116.9929724630877,4.985905528544512,0.08551439510189131,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00212.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00212.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00212.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,212,False,5805.0,20.0,2,41,120.25913646908205,3.3467405910781993,0.07327018221115822,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00071.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00071.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00071.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,71,False,5805.0,20.0,2,41,117.19193147184615,4.628663412892195,0.06199083527847303,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00105.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00105.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00105.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,105,False,5805.0,20.0,2,41,117.93737169014715,3.59855892894474,0.06388845528604581,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00193.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00193.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00193.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,193,False,5805.0,20.0,2,41,121.08556186627582,5.535605954194087,0.08828017646622661,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00055.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00055.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00055.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,55,False,5805.0,20.0,2,41,117.93100876062988,3.132611704972752,0.06317509432278756,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00218.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00218.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00218.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,218,False,5805.0,20.0,2,41,121.05922191258462,3.6604072244011565,0.0653109272754271,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00063.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00063.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00063.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,63,False,5805.0,20.0,2,41,119.07558803017108,4.89781926496136,0.11834704309897293,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00297.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00297.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00297.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,297,False,5805.0,20.0,2,41,120.05134431525447,4.5001482465447165,0.07979004171111195,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00247.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00247.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00247.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,247,False,5805.0,20.0,2,41,118.16217948712132,3.038602000152541,0.055184535993572925,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00228.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00228.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00228.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,228,False,5805.0,20.0,2,41,120.57428888208133,4.643319906812245,0.06911225603721333,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00132.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00132.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00132.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,132,False,5805.0,20.0,2,41,114.8888731215742,4.659372794151025,0.0732570119836444,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00264.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00264.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00264.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,264,False,5805.0,20.0,2,41,121.6353889222456,3.6468280083346323,0.06160497504222886,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00289.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00289.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00289.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,289,False,5805.0,20.0,2,41,121.63115346984199,4.3572151095680525,0.06186085080842249,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00031.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00031.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00031.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,31,False,5805.0,20.0,2,41,122.7908889344989,3.9027067669415754,0.06614105402852194,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00242.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00242.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00242.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,242,False,5805.0,20.0,2,41,122.16466343564785,3.592092326972341,0.07628093393379662,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00173.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00173.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00173.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,173,False,5805.0,20.0,2,41,120.21011040734895,3.8508111596934502,0.06779628384136513,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00232.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00232.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00232.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,232,False,5805.0,20.0,2,41,120.71015247719535,3.3895023844921575,0.06026718696554303,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00048.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00048.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00048.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,48,False,5805.0,20.0,2,41,118.27590295233246,3.6475266922913137,0.06547179551866619,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00190.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00190.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00190.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,190,False,5805.0,20.0,2,41,119.13009582564246,3.9238199815135513,0.07839172841079071,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00059.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00059.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00059.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,59,False,5805.0,20.0,2,41,118.35692889235867,3.0280700848476796,0.08239328112437416,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00008.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00008.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00008.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,8,False,5805.0,20.0,2,41,116.70783379803613,4.247044298093368,0.07347031983581481,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00028.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00028.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00028.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,28,False,5805.0,20.0,2,41,119.81680100289823,5.799219685239139,0.06687585060081916,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00253.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00253.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00253.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,253,False,5805.0,20.0,2,41,122.29302736883145,2.8987317444880007,0.057914158163822595,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00226.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00226.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00226.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,226,False,5805.0,20.0,2,41,121.85110794652947,3.9410421157030604,0.055368959914843016,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00061.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00061.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00061.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,61,False,5805.0,20.0,2,41,118.86926436013758,4.448717442227462,0.09854505164801222,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00085.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00085.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00085.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,85,False,5805.0,20.0,2,41,118.54313548923434,4.882875759572215,0.08792235079186511,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00219.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00219.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00219.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,219,False,5805.0,20.0,2,41,121.1344329226934,3.237946678119605,0.059741742765319426,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00119.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00119.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00119.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,119,False,5805.0,20.0,2,41,117.69397560164091,3.414814896871863,0.05958298755112978,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00217.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00217.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00217.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,217,False,5805.0,20.0,2,41,121.122027651172,3.6967832234859292,0.06517941043721354,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00153.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00153.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00153.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,153,False,5805.0,20.0,2,41,116.68320157384184,4.8001238199803264,0.09877105302544106,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00282.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00282.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00282.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,282,False,5805.0,20.0,2,41,118.30990271681783,3.779132408650657,0.0699654010726887,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00162.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00162.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00162.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,162,False,5805.0,20.0,2,41,119.38846230061526,4.2079856600779415,0.07929874202642666,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00169.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00169.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00169.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,169,False,5805.0,20.0,2,41,119.8486433354167,4.049883504944474,0.08689027451055203,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00038.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00038.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00038.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,38,False,5805.0,20.0,2,41,120.2483210387952,3.7686073462752505,0.09869142107442362,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00149.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00149.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00149.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,149,False,5805.0,20.0,2,41,116.51293248030188,4.801561619875459,0.06452481741650634,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00265.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00265.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00265.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,265,False,5805.0,20.0,2,41,121.21210762496541,3.395580655121928,0.06695684819768465,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00214.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00214.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00214.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,214,False,5805.0,20.0,2,41,120.92759141541057,3.214104963960856,0.06158469939437449,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00283.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00283.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00283.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,283,False,5805.0,20.0,2,41,119.35410115561967,3.737792894073273,0.0710363049233678,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00186.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00186.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00186.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,186,False,5805.0,20.0,2,41,121.62644516738577,2.768285531975862,0.09010858630000486,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00211.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00211.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00211.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,211,False,5805.0,20.0,2,41,120.1064493186453,3.5482259180438254,0.06901312928103417,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00021.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00021.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00021.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,21,False,5805.0,20.0,2,41,115.49561974934655,4.793763415560262,0.08848986001624919,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00260.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00260.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00260.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,260,False,5805.0,20.0,2,41,121.37648635205832,3.109296184596227,0.06934841816245867,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00108.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00108.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00108.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,108,False,5805.0,20.0,2,41,117.65791848703279,4.0936257256194155,0.05443755637832977,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00222.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00222.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00222.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,222,False,5805.0,20.0,2,41,123.35498644683796,3.6333300184219484,0.056666842988141806,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00154.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00154.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00154.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,154,False,5805.0,20.0,2,41,117.01011902244817,4.6588448199355526,0.08190542776485052,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00034.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00034.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00034.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,34,False,5805.0,20.0,2,41,120.21495973882895,6.895945917277321,0.10380173334394235,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00009.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00009.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00009.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,9,False,5805.0,20.0,2,41,117.13014385901495,3.744302931537578,0.07762069632729343,1,B__Corner_LeftDown
/home/tonyliao/Location/B/Corner_LeftDown/amp_window_00089.npy,/home/tonyliao/Location/B/Corner_LeftDown/pha_window_00089.npy,/home/tonyliao/Location/B/Corner_LeftDown/meta_00089.mat,B,Corner_LeftDown,,C:\Users\khunk\WIFI_SENSING_AoA\hybrid joint classification-regression model\Location_B_Corner_LeftDown.csi,89,False,5805.0,20.0,2,41,117.1702915091002,3.967385165500549,0.1114638730131896,1,B__Corner_LeftDown
